Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Bahamas, The",BHS,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,471600000,562000000,686200000,839600000,889700000,939900000,1005300000,1190100000,1375500000,1431700000,1514500000,,1750510000,1771670000,1716350000,1592260000,1589080000,1739670000,1883080000,2086690000,2394270000,2596540000,2660620000,2964160000,2820100000,2672170000,2758870000,3018930000,3700160000,4417160000,4489390000,4452000000,3728000000,3895000000,4522000000,4977000000,4794000000,5282000000,4179000000,3983000000
Bosnia and Herzegovina,BIH,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085000000,1334000000,2336999934,2672984372,4049326021,4412863889,4157033208,4365003066,4717671800,6961219561,7767381143,8039422649,8107497915,8907162351,11336685141,8584652319,8806994650,10403826143,9611646301,9835611296,10519430199,8664939042,
Belarus,BLR,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450000000,5820000000,9901851852,13577355372,12558660624,7552701241,7441130769,9276197812,9727874610,7481163280,9221273499,8685107914,9833264188,12296961250,17182669848,17850098894,23741979839,30430203781,41713491988,30401397870,36940382943,49106554246,48810119226,46436133120,43907081331,32689607087,29767764647
Belize,BLZ,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,133550000,145350000,126500000,122850000,147950000,128200000,132450000,173100000,213650000,251050000,248100000,288400000,274248250,280961550,304594500,304557200,322397200,364499950,392227550,493526400,613000000,602450000,616700000,653017500,618982100,698550150,750575100,790029600,953288000,751680250,802947600,938361000,990310550,1077233000,1125691100,1179641450,1204422350
Bermuda,BMU,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771580000,1734013000,1601009000,1586786000,1649401000,,,
Bolivia,BOL,Imports of goods and services (current US$),108516001.9,108516001.9,133558156.2,150252925.8,150252925.8,185185185.2,210437710.4,227272727.3,244107744.1,252525252.5,247727272.7,267340067.3,302068446.8,357671164.4,562818590.7,774712643.7,816491754.1,956821589.2,1131534233,1211274647,1011201260,1352344539,1644889781,1303554589,1592952109,1228323588,1017851568,1043169574,1063833481,1092054033,1164632090,1440847065,1640403025,1627865935,1626751434,1825637773,2017479801,2326903298,2768710913,2260778164,2294564082,2056200185,2191068898,2131085361,2309688004,3064661856,3752334864,4495745873,6329651161,5705628917,6744572947,9199095430,10233217800,11386396527,13848956006,12231374674,10831641389
Brazil,BRA,Imports of goods and services (current US$),1079376915,1118302726,1033970196,2097486801,1204326396,1210637974,1621508461,1764834055,2239326015,2454948720,3153304260,4004245614,5177234172,7532763885,14596797400,14233481673,14401534168,13948797700,15791774011,20642227950,26571483280,25827534749,23307743171,18314364419,16563864377,15818492272,17038985217,18211636976,18807996682,23242900391,32160000000,47710000000,33590625000,39822360248,53957453465,72751443827,75733757835,84720779221,81259801810,68433900920,81610822629,81470538220,68004708451,72356191095,87897777778,1.05596E+11,1.29232E+11,1.6716E+11,2.32728E+11,1.87616E+11,2.60188E+11,3.20105E+11,3.22009E+11,3.44504E+11,3.35819E+11,2.53714E+11,2.17796E+11
Barbados,BRB,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,547520383.3,577381970.5,580851127.8,643604298.5,679394271.3,635699766.9,630034856.9,581685476.1,656558946.1,757605187,781450545.9,747109767.7,648742214.9,747417112.4,821061005.3,998458708.3,1073683687,1230845722,1286033908,1372743996,1448450000,1386450000,1381950000,1512750000,1734650000,2016750000,2131850000,2216150000,2433500000,2045250000,2240050000,2286900000,2175650000,2137200000,2124650000,2041594850,
Brunei Darussalam,BRN,Imports of goods and services (current US$),,,,,,,,,,,,,,,186302269.3,273689537.4,259834871.3,278757071.4,281002638.5,396394739.3,574911264.7,598759880.7,734579439.3,729768102.2,,,,,,1051120340,1312000000,1487034036,2004297115,2125263028,1978525599,2642867222,3102127660,3040140086,2325525813,2226548673,2149450696,2195267065,2432352284,2358621283,2502655958,2601040675,2892504248,3416827019,3974597798,3841055960,3832783278,5563240321,6758162612,7761349105,5240726125,4226489199,4261899816
Bhutan,BTN,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,51145038.17,70324480.37,71035940.8,75792079.21,76389964.79,88067906.22,105563838.2,96440586.42,139419540.2,104771411,91892632.78,100325417.8,140203703.7,103725644.5,106766337.3,129190255.9,144504092.6,168768108,186282113.4,212456107.8,234883593.7,225086887.1,239736210.7,274714422.5,406161736.5,513877551,601673030.7,497638124.7,729319253.8,786732031.4,1121423791,1282994611,1149629846,1119922591,1123147822,1234209119,1166083193
Botswana,BWA,Imports of goods and services (current US$),12056638.16,13991884.71,15982055.24,18034391.16,20214693.99,23174647.49,26220362.62,29776847.98,41701534.17,40662860.33,58626465.66,78159955.26,100052008.8,151275032.4,198233995.6,226572008.1,246722631.1,313004750.6,404552040.6,534969325.2,704902213.1,768136727.6,703068855,733430577.1,719192852.7,571113213.5,684183917.8,952022157.4,1161735754,1422750509,1887395861,1834537000,1723775892,1627109901,1718989794,2070052666,1799831538,2395831051,2517475567,2398365193,2320710338,2133671163,2158048611,2779825087,3706961580,3533676425,3451273001,4440003821,5586576631,5327109335,6554992935,8227896230,8854720374,9163746872,8770746715,7728977100,
Central African Republic,CAF,Imports of goods and services (current US$),38336816.27,44034883.78,46936105.26,49792587.35,57952747.69,56720594.76,67160971.42,76828946.56,75999785.11,70699836.82,78597127.89,75389852.43,77877594.76,98946247.28,121947245.3,151160965.1,132307723.1,174129603.7,206899174.8,246199305.6,327433570,236648293.6,256106186.9,241183767.1,226437019,273603657.5,321221786.9,342886690,316906397.3,326536958.4,372791488.3,359806867.5,372229135.9,292701084.1,212952087.8,315152768.2,258135823.4,271328255.3,274652946.2,239761597.8,231254888.7,210345022.8,199723610.8,205101408.2,244440120.2,290317082.7,322489945.8,398343553.1,465218535.9,460467523.9,526488629.4,483637201.3,472607624.6,379716267.5,639651854.2,547649421.5,527084435.9
Canada,CAN,Imports of goods and services (current US$),7452527623,7359338827,7469254670,7792434890,8874461306,10055817479,11653023568,12469546116,14139540131,16467693333,17034787061,19266916221,23016335084,28022835316,38321052045,41211329925,46290677789,48445935402,52877847462,62707546952,70404560896,78611226958,66961173705,73958941902,87017990889,92167704138,98333213386,1.07112E+11,1.28295E+11,1.41234E+11,1.47858E+11,1.51757E+11,1.57205E+11,1.6803E+11,1.82802E+11,1.99284E+11,2.08617E+11,2.36596E+11,2.4081E+11,2.59053E+11,2.86676E+11,2.67822E+11,2.70575E+11,2.94625E+11,3.36556E+11,3.84891E+11,4.29507E+11,4.69362E+11,5.05034E+11,4.10146E+11,4.99993E+11,5.68146E+11,5.87121E+11,5.86141E+11,5.84533E+11,5.27476E+11,5.1041E+11
Switzerland,CHE,Imports of goods and services (current US$),2546890123,3068472925,3427708777,3694832986,4097821746,4146180481,4411016178,4635551289,5060440505,5896400749,9249584564,10534459300,12476498416,17040282861,21135877891,20072376399,22271558569,26756718577,35851609172,44240033019,52980520021,46754118929,43881353593,44527595350,44859499851,46535773636,62269015176,76770234509,85638241646,87934620820,1.05695E+11,1.01563E+11,1.02194E+11,95794103411,1.06513E+11,1.24814E+11,1.25342E+11,1.20727E+11,1.24407E+11,1.23724E+11,1.25116E+11,1.26153E+11,1.27252E+11,1.46187E+11,1.6761E+11,1.90207E+11,2.0696E+11,2.39991E+11,2.88924E+11,2.69127E+11,3.11078E+11,3.98975E+11,3.78448E+11,4.12219E+11,3.72934E+11,3.43373E+11,
Channel Islands,CHI,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (current US$),650749016.1,715645411.3,693171652.5,837155008.1,791274033.8,762605297.2,948058867.4,905155989,938779738.8,1178165030,1274882355,1310730653,1560151046,2590758339,3129223815,2025346736,2100124104,3074828154,3782801706,5570423585,7679845876,9047297177,5382281401,4355576960,4799834958,4307602968,4672424640,5752821226,6765529486,8748407010,9686180976,10137181116,12544703152,13669475782,14680688842,19346618434,21946625731,24191173540,23494325678,19982048574,22411585685,21822477234,21332448686,23190281719,29694993936,38680972557,45358377418,54405356355,70715777244,50503968007,68442913535,86884940756,91222238756,91237694284,83730104604,72242338863,68237441187
China,CHN,Imports of goods and services (current US$),2644406532,1746689414,1372979121,1450158421,1710130799,2246323828,2481923796,2169144528,2067592818,1917296287,2278820375,2128523844,2850652532,5207600281,7791148277,7925583396,6660142165,7148239854,7617886179,10560869565,12450000000,14591269841,17788124809,19385304444,24710305071,38302403265,33592580696,33781853901,48984701337,46118793482,38461758929,43941659164,61849400126,86072328750,97250445195,1.19901E+11,1.37262E+11,1.44624E+11,1.44914E+11,1.68058E+11,2.24306E+11,2.43974E+11,2.9562E+11,4.12137E+11,5.56183E+11,6.48712E+11,7.82812E+11,9.49017E+11,1.14648E+12,1.02959E+12,1.38008E+12,1.8254E+12,1.94322E+12,2.11938E+12,2.26125E+12,2.04576E+12,1.95037E+12
Cote d'Ivoire,CIV,Imports of goods and services (current US$),125105306.8,173748889,166140901.8,178997244.7,227712352.8,277073943.7,293880244.3,311787445.1,358694218.5,368517384.9,423656620.7,450325312.8,536449174.6,833598036.6,1178207135,1424552666,1689889741,2276134374,2957600540,3443467898,4190182123,3565652190,2975901593,2442621512,2175043870,2260591210,2764108287,2987988909,2860181709,2835035989,2926929958,2831550804,3135722395,2861522067,2436641848,3788785443,3935331284,4136989193,4410458617,4225089821,3628438194,3676789145,4000564142,5108743062,6324073681,7521516467,7601360209,8587383896,9728422151,9692737803,10781657537,9476194624,11987610452,12070076939,12176737493,11351166531,10694772532
Cameroon,CMR,Imports of goods and services (current US$),,,,,,197515591.3,201177195.9,210907991.4,259406643.9,263432919.1,286172801,335126959.9,373274385.8,422044770.8,514251588,703141264.9,841897802.9,936044260.1,1240159146,1641291151,1828861014,2169800854,2117131907,2163148272,2418063346,2572868200,2413598418,2537512535,1994132706,1979526250,1930731927,1820379197,2087299308,2106339781,1558559104,1553972435,1789928170,1806707919,1705051674,1799925486,1826042695,2236259907,2253924164,2712255703,3128373382,3561607787,3761752427,5027310467,6579678713,4916739431,5436369951,7038276325,7043584954,8547785604,9984169170,8553900206,6903001686
"Congo, Dem. Rep.",COD,Imports of goods and services (current US$),652284207.3,289758089.4,281268062.1,1968501486,1074945427,1101284817,1723357603,554017279.1,598269492.4,716055517.5,888895812.2,1037045742,974051877.4,1249501264,1826347549,1544910372,1895866240,2428488039,1413875669,1513091347,2353845419,2149230266,1904761877,1903154418,2052227172,1844401509,1945438642,2211277028,2465392973,2240912519,2730558340,2192456296,1438083977,975386930,1157755221,1338976146,1749529627,913626093.6,2044259390,826448700,2971014493,971000000,1190984744,2684033001,2739841247,2818901559,3620492744,7640835071,8854222094,6738078189,9940710712,11839563675,10839711772,12545437686,14402496705,14042962486,10242835699
"Congo, Rep.",COG,Imports of goods and services (current US$),112771915.3,126893746.7,104827975.3,99632771.98,104822271,105279938.2,112749008,132519860.7,143800836.3,150792096.4,158825947,169598347.4,212675136.2,235094360.7,348144059,489004627.5,502196073.6,499430790.2,536657899.7,582921406.2,1025655320,1516938861,1480190946,1085638606,1000785740,1210204368,992475139.7,887412825.5,894415286.6,832266748.9,532937076,764320168.2,482474332.9,601401870.7,1313209354,1345946346,1523134197,1397383585,1415791995,1391257443,1404291176,1489688468,1628973920,2658587664,2363288839,3317745076,5073251097,4493098516,5574030950,4816476853,6568061527,8343154949,8251794948,9306801119,9960023864,8242700935,6222524417
Colombia,COL,Imports of goods and services (current US$),594894694.8,627934716.4,605929809.3,597285655.6,755727700,602333333.3,822044444.4,656344999.2,845798781,920648666.1,1138569279,1304349957,1280485853,1484831408,1918524079,1843020015,2132872143,2583332951,3197339800,3760432262,5203232620,5615791810,5913946559,5123165384,4770997073,4370687816,4190788878,4698963510,5434977201,5463099784,5969019819,5735723971,7765034454,10468179980,17091698826,19392751884,20252680332,22137740206,20576289396,15343463758,16732945250,18181380994,17791627420,18880942910,22352723852,27531479845,33390235240,41049096186,49437130335,42670565617,50988386204,66857507239,74069955861,76517618155,80870484833,68136438749,58310708444
Comoros,COM,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,64152503.95,56236157.26,57656114.13,59866771.83,59695206.81,57312128.05,67420729.25,83484733.51,86665680.25,78080131.51,92877278.36,94305479,111402185.8,99396030.94,87769225.08,103347846.2,95381327.22,91253602.82,80249279.71,75484879.42,57301990.23,64978813.31,69491721.91,101201994.5,119511233.6,138381749.5,155667548.4,191350716.1,255325613.4,253617286.3,274155699.7,306255239.2,321496769.2,370280818.1,390568029.2,257388842.9,292294228.5
Cabo Verde,CPV,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,95271002.54,98597331.95,111363376.2,107746729.5,102579340.4,109057018.5,143832346.2,154640326.9,157247386.1,166385998.1,211201277.1,205936309.7,238072377.9,230719808,229787766.7,294133735.8,277548294.9,287190631.1,308372216.2,355408993.1,326304704.5,351069967.2,425645501,548644421.4,642983643.3,647010928.1,805264991.1,1002327714,1128862233,975047361,1028011941,1199639657,1048423623,1015184714,1127609221,,
Costa Rica,CRI,Imports of goods and services (current US$),132853201.6,124535586.4,126238793.4,140434038.6,156012781.8,198550928.3,199652830.2,221222641.5,254671698.1,276015109.4,344588679.2,405445380.2,459457422.8,569085860.9,805624186.6,755869299.9,842240361.7,1116359428,1269463197,1500945146,1778891482,1264049997,1099078497,1227008386,1333638392,1377608679,1476531124,1795154558,1914528768,2340810917,2686102521,2737000735,3495370105,4150829595,4416262645,4821923955,5143782196,5803238177,6578730899,6411945533,6545131899,6445457476,6828718248,7367380193,8011993538,9172016299,10561774083,12333165317,14660109210,10800050161,13061023690,15465817011,16718693002,17055281117,17596280345,17478906710,18329828592
Cuba,CUB,Imports of goods and services (current US$),,,,,,,,,,,2515236800,3055095900,3594369360,4412339083,5038233171,5756838293,6093814738,6276949157,7878465455,8645207123,8817697500,8905963976,9251183529,9765161118,10603443142,10307791680,10606362971,11073229683,11837456728,12096964757,11708950532,7067591647,4025942838,3516494865,4135300811,4840440189,4330900000,4523000000,4697400000,4916000000,5179600000,5109300000,4434700000,4895200000,5841100000,7822600000,9744000000,10332600000,14806100000,9594000000,11400000000,15079000000,14888000000,15602000000,13865000000,12591200000,
Curacao,CUW,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Imports of goods and services (current US$),,,,,,,,,,,,,,,,277745397.7,360768050.1,497972959.2,606584939.3,821765628.7,1358664013,1321842817,1387106289,1382085651,1528712762,1429846929,1496618983,1862396346,2289354454,2732346864,3192962740,3294451136,4191531291,3158397055,3570773571,6645407503,6993350063,6771493729,6855316742,6823408846,6877097078,6725045537,7114519231,8198414496,9933250000,10515856237,11501693639,13968792773,17498754944,14028341206,14692715232,15321100917,13754079404,13686006373,14017380921,11908727958,12363125784
Czech Republic,CZE,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12438353473,9795911521,13437954139,15843237073,18274206326,25999660889,28922056201,27567148076,28245170564,28114159425,30849917737,33952260639,38008100530,47928497997,67359862723,81541235693,97081245906,1.21037E+11,1.43936E+11,1.13004E+11,1.30581E+11,1.53815E+11,1.47999E+11,1.489E+11,1.58319E+11,1.42247E+11,1.40783E+11
Germany,DEU,Imports of goods and services (current US$),,,,,,,,,,,35791512852,40707356661,48507801632,65127342408,83344450004,92222973686,1.05504E+11,1.20847E+11,1.44719E+11,1.88611E+11,2.20784E+11,1.92504E+11,1.82638E+11,1.79451E+11,1.7778E+11,1.82964E+11,2.26598E+11,2.72706E+11,3.00381E+11,3.20598E+11,4.07985E+11,4.51406E+11,4.83783E+11,4.19708E+11,4.61884E+11,5.5819E+11,5.53013E+11,5.37124E+11,5.63711E+11,5.79209E+11,5.95915E+11,5.87284E+11,5.86295E+11,7.2485E+11,8.57267E+11,9.3513E+11,1.07763E+12,1.25079E+12,1.40658E+12,1.12325E+12,1.26613E+12,1.50043E+12,1.41377E+12,1.48223E+12,1.51792E+12,1.31896E+12,1.3303E+12
Djibouti,DJI,Imports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354780808.1,360970284.9,367159761.6,299238694.4,275493610.8,254922040.7,248906994.7,253003302.9,274891543.5,259226540.5,277721822.4,262006178.2,258613219.6,305236860,360805419.7,361105328,440797654.8,654165799.2,,,,,,,,,
