Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Austria,AUT,Exports of goods and services (current US$),1532657936,1682092117,1816199712,1961802212,2145721110,2375619902,2581325902,2744817978,3024212933,3646710000,4210936385,4828105023,5940800643,7945377117,10245142962,11254488267,12352078469,14409079261,18066572823,22832410396,26006990002,23441765250,22623842785,21981186839,22265892373,24230778532,31689309599,38996595559,44096573610,46607267811,59423125378,60116254331,64678674931,59900881226,65453950006,80827705746,81256732519,78792186267,83704902179,85477892606,85305371292,88024161074,96495416902,1.16231E+11,1.40682E+11,1.53016E+11,1.69935E+11,2.02834E+11,2.27297E+11,1.78503E+11,1.99022E+11,2.30272E+11,2.19196E+11,2.27795E+11,2.3241E+11,2.0002E+11,2.01864E+11
Azerbaijan,AZE,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3885196372,4014478402,4302724069,2281805933,819242649.7,851664903.6,937639967.4,1150052949,1009435017,1281990008,2058501454,2335772791,2666957519,3056716758,4234983617,8336380897,13955015559,22517509964,32133276534,22870241354,28728665753,37214511840,36914842159,35841555131,32551319648,20059340230,17580998935
Burundi,BDI,Exports of goods and services (current US$),24499998,26250000,28000000,17500000,36750000,16452740.74,17828571.43,19257142.86,18861714.29,18371428.57,25945142.86,21329142.86,28961142.86,33526603.85,33674920.63,34839365.08,61551304.35,96342222.22,71443333.33,110822222.2,81022222.22,88603333.33,103470000,97956966.11,113561106,126803836.3,140881024.8,110260311.6,136282900.4,108560194,89130244.37,115775316.4,94756920.93,88062144.15,95016968.85,129318804.2,50580560.2,95688945.65,71499431.18,61217971.47,55005758.53,45410971.28,38676369.53,50072047.44,63635537.87,91643019.1,92713639.06,98430522.64,152972427.6,118346172.7,180728261,220340879.5,221281636.6,200759981.3,240320163.1,187486820.9,187667205.5
Belgium,BEL,Exports of goods and services (current US$),4407077778,4837690321,5381621193,5948215318,6782655019,7293106124,8144551114,8533948955,9590908968,11570905791,11944512545,12985219225,16338963248,22814618712,29485716239,30002097730,34351751515,39153045695,46094362495,57769589296,63237282384,56330236528,53236239096,52385311479,53411942544,53601834839,68397688550,83035092166,95924097751,1.03854E+11,1.25863E+11,1.2614E+11,1.37364E+11,1.25439E+11,1.42339E+11,1.72256E+11,1.70061E+11,1.62818E+11,1.65214E+11,1.66266E+11,1.70953E+11,1.68916E+11,1.82017E+11,2.18824E+11,2.60992E+11,2.84797E+11,3.10275E+11,3.65619E+11,4.13324E+11,3.35842E+11,3.69665E+11,4.30227E+11,4.09788E+11,4.25489E+11,4.42437E+11,3.7741E+11,3.93892E+11
Benin,BEN,Exports of goods and services (current US$),13852022.33,10801828.34,8317361.995,9703490.052,13861514.15,21069299.1,20739915.27,23474433.63,30461094.82,38939712.02,50633283.06,59595404.5,59023791.05,78995251.9,79408573.24,98337358.6,90731935.28,121349816.9,153492175.5,207784769.9,222261792,205681872,225297369.5,150766908.1,205805456.7,247338434.7,222807320.1,238541696.1,223654558.3,202741075.4,375946872.3,417201334.7,393976833.8,510965402.2,452687266.9,593804034.8,625667835.2,616436678.9,665156749.2,637161886.4,543136056.6,545401094.2,616653194.4,741396726.7,850866805.2,909438883.6,952781473.6,1348309543,1630172756,1445827632,1658062054,1670812970,2004986611,2577928913,3113780933,2339844737,2621906409
Burkina Faso,BFA,Exports of goods and services (current US$),16066015.59,19014523.36,20997594.42,21985472.4,11484234.6,19676614.67,21918946.48,22215438.64,28569274.04,27823662.44,25007057.45,26587940.94,37028538.94,42590357.72,62500051.52,69071585.05,80128193.55,90048551.04,110202801.8,144182091.5,172630524,164734458.7,143789772.7,126168367.9,160016224.5,154030085.9,183075141.1,269185266,287730467.4,228834247.8,340110196.1,327535416.5,198184577.9,208751601.5,269162042.4,336477102.2,273233009.4,264655013,359254830.5,284956447.4,250604488.1,260002714.7,294167103.5,366324656.1,548132371,532286217.9,673239521.3,714349651.2,834226578.9,1062830722,1726555039,2681411104,2849413870,3126121367,3180884277,2738417917,3049479250
Bangladesh,BGD,Exports of goods and services (current US$),427347691.4,519448521,546086853.3,531067333.1,540135770.2,570741539.8,662275557,675028035.7,623451537.7,690047514.2,747575116.1,550621082.3,356841000,528824097.2,463095606.3,563045020.3,480166471.4,679513484.2,738155879.6,950929356.1,996555891.5,1038984088,940219560.9,986784511.8,642600000,1199576923,1128533333,1212483871,1442788426,1594548362,1866930005,2062576987,2405649819,2990714346,3039700864,4122014847,4507554844,5075480003,5876850220,6028722962,6588073942,7227575982,6791241511,6876856649,7257329710,9994813008,11744907683,13530306979,16181037750,17359874074,18472449276,25627346571,26886637936,29304945498,32830360072,33820136017,36865017308
Bulgaria,BGR,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,7084153846,7081357143,6631000000,6153111111,7061055556,7341684211,8106529412,11461076923,10277764706,10207166667,6833181818,4758064516,4876288660,4137681159,4368450185,6782663690,5962327150,5610034485,6304076346,5825652718,4797489757,4947390946,5519115551,7277457148,10713394070,12703276793,16150904893,23262813856,28590551193,21963725741,25395582781,33916506221,32774017083,36049438789,36882842898,32181241782,33305165158
Bahrain,BHR,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,3813478376,4547340160,4337766223,3611169947,3768351064,3716489628,3013031915,3472340426,3529787234,3811169947,4887765691,3923935904,4009042287,4361702128,4520478723,4796010638,5364361436,5020744947,3994946809,5221808511,7176063830,6607446809,6956117021,7980851064,10336702128,13396808511,15662234043,17314361702,21231382979,15704787234,17880319149,28609042553,31409574468,34103723404,32069148936,26327127660,
"Bahamas, The",BHS,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,589300000,688100000,785000000,939800000,961200000,1038300000,1153500000,1297900000,1503600000,1577900000,1664300000,,1648320000,1714730000,1585170000,1562180000,1606810000,1662790000,1699040000,1733680000,2133090000,2163040000,2558610000,2806660000,2588550000,2934460000,2901230000,3160700000,3482130000,3557560000,3888240000,3797000000,3117000000,3223000000,3443000000,3733000000,3729000000,3662000000,3419000000,3654000000
Bosnia and Herzegovina,BIH,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000000,381000000,658000000,1022000000,1123990567,1295321569,1579685634,1632283629,1619401636,2535225101,3231697333,3549945953,4505419793,4276291113,5131401288,4405111158,5100738132,5973018694,5572151491,6133883239,6322684168,5592914658,
Belarus,BLR,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9950000000,6420000000,10150000000,11015537190,10642161799,6939552977,6839800000,8457248498,8988772546,7186390822,8815283224,8246546763,9286388481,11614408823,15709975383,18064972932,22199755083,27592422886,37021013178,24865011329,29401680706,48462044428,51745323558,44057915198,43300680916,32749848246,29723610762
Belize,BLZ,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,107850000,103000000,86000000,92750000,131700000,101400000,126500000,167200000,195300000,216950000,257000000,241350000,257665800,261402300,289455450,297425600,320713850,345342500,362282350,403420450,440750000,443500000,490150000,526733350,534853450,609026800,744269450,788432250,853628650,690190900,813293700,893607300,982925150,988427400,1031939900,1020063250,1004017650
Bermuda,BMU,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2699314000,2704649000,2644231000,2589439000,2656891000,,,
Bolivia,BOL,Exports of goods and services (current US$),75126462.88,83473847.64,83473847.64,100168617.2,133558156.2,151515151.5,168350168.4,202020202,202020202,227272727.3,250168350.2,234343434.3,265513350.9,350024987.5,741229385.3,623738130.9,756121939,864117941,849175412.3,1068846706,1112933230,1370742618,1625893980,1535521646,1459382461,1024366576,844298528.6,853524588.2,862854857.4,1061010967,1108688320,1147700385,1131361364,1094220300,1295735743,1514377643,1670373428,1673157414,1673904648,1398595245,1534697178,1626040049,1710308647,2069144689,2731911668,3394519904,4783642094,5483620338,7487864968,6194300427,8093183263,10565709240,12774727352,13518462663,14285068741,10186598842,8311504920
Brazil,BRA,Exports of goods and services (current US$),1070544629,1109152823,770900519.7,2080325262,1354466135,1685625122,1846958712,1764834055,2032731103,2479930322,2975391707,3155632739,4249449496,6557708238,8424673828,9325921437,10741988183,12776590679,13404621905,16026612550,21276141968,24828388399,21435129573,23221079049,28317692073,27305943051,23640556197,27820190045,35974382968,38004000000,37880000000,52310000000,43538125000,45983167702,53941811356,57921978860,57235100985,61679962894,60724687635,57330688268,66775075157,69203724173,72286328432,84757556061,1.10744E+11,1.35918E+11,1.59216E+11,1.86198E+11,2.29513E+11,1.80894E+11,2.37192E+11,2.99977E+11,2.88502E+11,2.87592E+11,2.70453E+11,2.32477E+11,2.24312E+11
Barbados,BRB,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,587859955.9,551145983.3,615225912.3,721589995.8,802283295.4,790804116.3,724544581,649082244.2,731228614.6,835025602.5,818218573.8,779857699.1,854843301.2,923177972.2,973599164.7,1038930045,1134340973,1161686471,1194252474,1230497688,1322800000,1251500000,1211100000,1378750000,1435900000,1711700000,1938700000,2043900000,2090350000,1904950000,2054550000,1699050000,1702350000,1586350000,1603300000,1635740100,
Brunei Darussalam,BRN,Exports of goods and services (current US$),,,,,,,,,,,,,,,966802084.6,1052165479,1332766715,1639747479,1844766931,2665317760,4601625257,4066833909,3809813084,3393752958,,,,,,1845357125,2176000000,2468163927,2421117250,2248421834,2087861726,2827007196,3065957447,2972117457,2044694073,2567551622,4042036717,3894175364,3922149447,4543527035,5416090226,6688037371,8227327082,8310397452,11269686706,7811357074,9240190686,12876222275,13364276569,12311381074,11749802684,6751036439,5249031813
Bhutan,BTN,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,18510178.12,22602771.36,20400634.25,19968316.83,21887323.94,25820533.55,35504361.62,59617283.95,79686063.22,77398028.34,80434037.69,80410290.24,80220293.21,74261397.18,79964297.1,114460067.8,112291843.1,131398512.8,124772176.4,130380863.9,127287372.1,136155965.2,133833371.7,162929519.1,221827007.9,319857142.9,562052221.5,498188809.8,613943620.5,565371973.7,673077343.6,750024105.2,706230865.4,727604108,710750702.5,676743946.8,657810888.6
Botswana,BWA,Exports of goods and services (current US$),7991027.618,8954806.212,9953736.156,11044317.07,11989404.71,14519056.26,15062761.51,14435146.44,15271966.53,17615930.93,23729759.91,42086129.75,61760499.28,94799020.31,125239146.4,154834347.5,187442502.3,229869358.7,307353296.3,443742331.3,562918167.8,533763595.1,553753520.4,727778284.3,754544054.2,738988752.2,951599169.8,1476502472,1864978672,1826368554,2086912120,2090843886,1997772195,1959225785,2036914252,2404876993,2609469948,3056343815,2361177501,3027160280,3000196009,2671112100,2836767913,3667669549,4444139019,5255909518,5291779461,5963543364,4999047884,3573059776,5579516015,7668392267,7102151173,9175068526,9890651299,7537819508,
Central African Republic,CAF,Exports of goods and services (current US$),26101663.53,32618432.43,30610513.53,32650875.61,40403674.37,40806179.2,44773980.94,43089273.25,65799813.95,51399881.37,60397792.93,60030783.73,57429311.31,77607282,78051053.01,80012173.79,100096590.7,127861435.8,142999429.7,157199556.6,201027829,169417064.6,165958843.5,159064482.5,149211719.4,190340624.5,204099901.3,214306676.8,224453261.8,250535801.1,245892968.9,242234415.4,238129779.6,218665883.1,199169783.7,247850138.4,216376660.5,252105044.4,219168752.4,192136061.3,186303954.2,159877005.1,158252320.5,207845728.9,177784785.8,178708437.5,209094018.8,239616991.8,218449261.6,211736581.5,234493940.6,252819602.8,252752498.3,219455296.3,221889305.7,199744707.4,223454293.5
Canada,CAN,Exports of goods and services (current US$),6971938200,7237503017,7464915853,8151311703,9379474862,9992735996,11671587968,13127741481,14998956980,16547561104,19268786774,20915471480,24074940600,29903797120,38628506953,38310330810,44944129412,48194022473,53797091961,64188302885,75548816114,80971724080,79140795980,85042194093,99463361903,1.0065E+11,1.0202E+11,1.12299E+11,1.32298E+11,1.41573E+11,1.48911E+11,1.48537E+11,1.55086E+11,1.68142E+11,1.89509E+11,2.18086E+11,2.33248E+11,2.49008E+11,2.53008E+11,2.83124E+11,3.28372E+11,3.09546E+11,3.03441E+11,3.28645E+11,3.81529E+11,4.30267E+11,4.64728E+11,5.00336E+11,5.3171E+11,3.89898E+11,4.69066E+11,5.46694E+11,5.51183E+11,5.55798E+11,5.66203E+11,4.90372E+11,4.74219E+11
Switzerland,CHE,Exports of goods and services (current US$),2644513820,2912465341,3191279862,3477336463,3847882106,4222049140,4637253682,4947449842,5593189787,6428426456,8817161422,10064893152,12154603173,16495117006,19996379586,22136849959,24765863818,28858155690,38632585347,43721601431,48466862505,45483908105,45084614343,44857529941,44892189726,47231875951,64309811941,78798607564,87006020092,87514299957,1.0634E+11,1.04432E+11,1.10933E+11,1.09323E+11,1.2007E+11,1.39381E+11,1.37777E+11,1.35355E+11,1.37788E+11,1.37454E+11,1.41786E+11,1.41791E+11,1.47501E+11,1.69766E+11,2.0288E+11,2.19836E+11,2.43432E+11,2.94204E+11,3.47368E+11,3.09906E+11,3.73421E+11,4.5798E+11,4.47837E+11,4.95177E+11,4.55794E+11,4.21947E+11,
Channel Islands,CHI,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (current US$),536608944.1,525717060.8,614812442.9,697065976.8,732786384.7,800181243.4,1014234414,985193067.1,981819346,1347031542,1310155209,1179623639,1133195225,2239538316,3166342379,1837931193,2476026427,2754528077,3169044747,4824713525,6292627054,5363825291,4713939511,4767971203,4474125375,4647193726,5161066967,6308060063,8456167150,10071482715,10760217715,11842675066,13312092910,12758599162,15656361049,21025141439,20794067520,22487271964,20819483697,21624592265,23772266321,22996583384,22876528022,26973833305,39488142016,49382442844,67789580749,78242485547,74413746937,63854404437,82487250044,95255289952,91147100022,89638293156,86285629582,71974884810,70313587728
China,CHN,Exports of goods and services (current US$),2571289301,1937606629,1913234219,2031034203,2250385896,2563165164,2680965147,2388496222,2339751401,2429116906,2307254854,2782516858,3692485858,5876143561,7107893127,7688998817,6943442876,7519646894,6813008130,9204347826,11300000000,14587301587,22695615076,22280723333,24772194893,26563850476,26422791623,35090911323,46026013498,43054088927,50613099178,58573892125,68851090754,79894597197,1.08829E+11,1.35421E+11,1.61068E+11,1.78262E+11,1.93068E+11,2.04359E+11,2.57238E+11,2.79112E+11,3.38084E+11,4.61132E+11,6.21343E+11,7.88941E+11,1.02311E+12,1.27695E+12,1.47254E+12,1.24469E+12,1.60248E+12,2.0063E+12,2.17508E+12,2.35425E+12,2.52416E+12,2.43126E+12,2.19997E+12
Cote d'Ivoire,CIV,Exports of goods and services (current US$),187017625.6,218194462.1,221930221.9,258264752.5,330533040.4,338691189.4,372845096.3,392274949,521479828.1,500460465.2,520616448.6,510247597.6,619773363.3,896858189.6,1402963862,1430151941,1946009762,2670550446,2885366742,3163759568,3561631199,2966163294,2756185695,2527383751,3100078388,3263789748,3617154651,3372301472,3126609547,3125624092,3421191368,3149019076,3558855924,3252142526,3369268837,4593584282,4989346356,5030669759,5220928218,5247990455,4370512052,4555378742,5860137948,6412152575,7682091175,8525099433,9321895748,9607481678,11413826500,12346184123,12599682602,13660375263,13108218937,12988025916,13892465885,12501660339,11780941590
Cameroon,CMR,Exports of goods and services (current US$),,,,,,193434683.3,179141516.1,192656351,232978068.8,269474960.8,304035800,284042012.6,291797729.3,363946226.8,573755351.3,624464986.4,696620421.4,843610400.5,1043175451,1224968083,1879642995,1669843815,2432257587,2243906920,2611952656,2725480658,2472751280,2053806128,2003045527,2306775346,2250713452,2486734793,2341602555,2189461184,1947430656,2058879137,2275561469,2108653376,2063670665,2254846559,2159588649,2111577341,2168719915,2756825200,3060512026,3392997905,4129989737,4889372683,5627689087,3749522170,4097900771,4888674986,4975463594,6107871832,6966360244,5549417152,5531165261
"Congo, Dem. Rep.",COD,Exports of goods and services (current US$),635468870.1,304285723.7,292917337.9,1975577463,965400090.9,1048303040,1410539368,526253583.6,567536718.8,663377235.9,754088054.6,679137918.6,694610769.6,1057884433,1552894371,1019960294,1172609563,1274956221,1898325276,1905974215,2372064374,1772960815,1658621522,1787296719,2044031941,1979433109,2000444585,1990594329,2259542548,2299649341,2758536191,1852139470,1368639549,1212977746,1316877699,1607380674,1731595952,1142032617,1851630127,1113537727,2185507246,891666666.7,1367800838,2145055691,2340567899,2442457186,2765019283,6539527974,7722970930,5000334343,8927622883,10817789571,9336125464,10165723221,11295382020,11335909268,8862805000
"Congo, Rep.",COG,Exports of goods and services (current US$),26943546.43,29515424.45,50771655.42,62818525.2,70846987.31,71410810.77,65939853.03,72357447.74,76343640.58,85012891.11,95512627.98,104954866,116257095.7,171385616.3,311584817.8,275298406.7,304665659.8,348827333.7,384211648.3,568348371,1023762094,1156656681,1194134307,1215274929,1351850301,1227120964,736631970.1,958951542.2,898779925.8,1159530945,1449116806,1134481546,1193589826,822017176.5,1035379950,1369151207,1739316143,1755897583,1487018190,1701642808,2585496408,2163316674,2461790946,2825094282,3743531240,5122710670,6506604610,6592305407,8912225413,6755575095,10221068485,12591109862,11458705970,10780248401,10347652251,5925245730,4471702848
Colombia,COL,Exports of goods and services (current US$),632672494.3,589865537.3,605741204.4,579510844.4,714265144.4,661285714.3,660481481.5,685910648.2,768464923.9,847208992.2,1030134161,1003346159,1234754238,1569678873,1803412613,2069355751,2622856216,3290350341,3862386666,4253988888,5414746300,4312781333,4259914140,4045271359,4542862174,4820404650,6582202894,6166358849,6387602125,7117713305,8282563012,8801832745,8726657740,9167761033,12254186688,13444770139,14767813599,15829917577,14773797430,15812211475,15897088339,15110712975,14509389926,15694253606,19634334392,24696292393,28676832888,34305096137,43403216722,37483506937,45739171216,62843740962,67495284507,66807032354,60271328382,44452696687,39657882657
Comoros,COM,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,10744148.7,13436176.32,16798357.29,22111840.62,9694406.492,19460921.45,26713601.38,29946699.87,37314624.32,29576285.81,35634727.51,49393044.07,48022287.24,52634515.73,37288772.21,45830571.93,42235312.52,38481123,24456514.37,28293024.35,46862490.81,40325279.68,38458786.7,60015989.89,56949051.24,57102946.83,60124645.62,71485543.34,74129613.13,77701176.29,87432865.9,101729301.1,89546623.82,100969664.3,109301013.7,96732949.75,106681226.9
Cabo Verde,CPV,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,24288324.3,29942601.56,32243019.35,34103853.2,30064775.4,31179559.04,33573415.15,42578568.1,44159711.38,51418167.41,52576490.8,52976389.2,61728160.19,65033421.61,61175342.83,83482492.55,101395543.1,134631485.1,118975529.2,124265005.5,145630289.3,167834263,202095934.4,255294474.1,295820489.5,367187288.2,500015668.8,545279877.9,660191834.3,531989157,543735621.7,662371336.6,708320154.5,749495403.5,749958791.5,,
Costa Rica,CRI,Exports of goods and services (current US$),108688182,106792407.4,113035728.8,117110870.5,137065427.6,139169811.3,162686777.4,177977358.5,219758490.6,231698128.3,277916981.1,293549443.1,379758854.6,475807892.5,558802030.3,589474924.2,697444550.8,948424737.5,992882170.4,1086476068,1279264924,1135278184,1175166465,1189859713,1332427264,1300856760,1480444812,1558338389,1779621000,2078449241,2237240102,2403995753,3021544716,3453398954,3763147122,4414827145,4672770208,5248818573,6015987791,6066566788,6445399591,6471720133,6502965372,7024662666,7855439738,8712270559,9838020324,10910346032,11953069301,10647948764,12363108615,13886078378,14950204991,15586637117,16350235718,16471707998,18155624953
Cuba,CUB,Exports of goods and services (current US$),,,,,,,,,,,1857363400,2255959900,2654199161,3258402051,3719910244,4251739756,4499232765,4635330843,5819724675,6377068904,6521956667,6565420000,6838236471,7224138184,7766066363,7725366416,7687511279,8295404426,8794332850,8421585288,8662106516,5332907602,3736544459,2951182568,3766477027,4078053747,3831000000,3785600000,3668100000,4123500000,4318900000,4193400000,3872000000,4649900000,6120800000,8962900000,9869700000,11917900000,12506400000,10839000000,14519000000,17319000000,18659000000,18593000000,17812000000,14941000000,
Curacao,CUW,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Exports of goods and services (current US$),,,,,,,,,,,,,,,,173853062.6,286578511.6,351377554.1,408069622.4,575808862.3,975007960.2,1048990795,1099530333,1089019577,1245251944,1184542898,1391979209,1751888794,2057181807,2348366627,2879463636,2716934975,3418539505,3129819788,3541279881,6560543338,6950439147,6637970353,7112669683,7103991370,7124599434,7207832423,7250384615,8419932050,9911625000,10416241761,10902898005,12823432795,13945071041,12641150320,12835496689,14516541562,13383142747,14125199150,14495953297,11974159920,12280828097
Czech Republic,CZE,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13388818206,11457166849,13851908168,16296755517,17724485274,24149133384,25666821390,25002019017,28064601068,27841344318,29710303015,33105450932,36961537757,46732425822,68328119285,84742000384,1.01341E+11,1.25664E+11,1.49036E+11,1.20995E+11,1.36997E+11,1.62543E+11,1.57959E+11,1.6097E+11,1.71545E+11,1.53597E+11,1.54999E+11
Germany,DEU,Exports of goods and services (current US$),,,,,,,,,,,32618854005,36360071265,43584554131,61107174314,81124673418,83862920264,93829898322,1.07856E+11,1.30458E+11,1.56932E+11,1.7677E+11,1.61005E+11,1.61901E+11,1.56219E+11,1.57369E+11,1.6786E+11,2.22485E+11,2.6822E+11,2.95211E+11,3.11637E+11,4.04151E+11,4.4182E+11,4.72688E+11,4.21042E+11,4.66231E+11,5.70323E+11,5.73555E+11,5.63369E+11,5.93409E+11,5.94896E+11,6.01162E+11,6.21685E+11,6.77259E+11,8.16656E+11,9.99378E+11,1.07991E+12,1.23672E+12,1.47952E+12,1.63077E+12,1.29208E+12,1.44374E+12,1.68413E+12,1.62961E+12,1.70581E+12,1.77097E+12,1.57353E+12,1.59439E+12
Djibouti,DJI,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243523275.2,248957635.8,212974268.7,204984216.8,206160217.4,194833474.9,190281396.1,195165456,208000180.1,200043889,193241091.4,213486307.2,228003443.6,248271166.6,246252271.8,287866937.5,306682946.9,484062097.3,,,,,,,,,
