Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Chile,CHL,External balance on goods and services (current US$),-114140072,-189928350.5,-78359209.64,-140089031.3,-58487649.12,37575946.21,66175546.9,80037078.05,43039607.25,168866512.7,35272853.98,-131107014.5,-426955820.6,-351220022.3,37118563.53,-187415543.3,375902322.9,-320300076.7,-613756959.2,-745710059.5,-1387218822,-3683471885,-668341889.4,412394243.2,-325709582.9,339590758,488642326.7,555238836.9,1690637665,1323075706,1074036739,1705493950,767389758.2,-910876619.7,975672206,1678523005,-1152558212,-1703901576,-2674841982,1642543690,1360680637,1174106150,1544079336,3783551586,9793148081,10701470287,22431203331,23837129192,3697969693,13350436429,14044336509,8370349196,-75138733.92,-1599401128,2555524977,-267454053.1,2076146541
China,CHN,External balance on goods and services (current US$),-73117231.29,190917215,540255097.9,580875781.9,540255097.9,316841335.6,199041351.9,219351693.9,272158583.2,511820619.1,28434478.84,653993013.2,841833325.9,668543279.4,-683255149.9,-236584579,283300710.8,371407040.6,-804878048.8,-1356521739,-1150000000,-3968253.968,4907490267,2895418889,61889821.43,-11738552789,-7169789072,1309057422,-2958687840,-3064704555,12151340249,14632232962,7001690628,-6177731552,11578714806,15520051002,23806183000,33638247726,48154768018,36300787964,32931327249,35137743304,42464179932,48995074894,65160663022,140229000000,240295000000,327933000000,326053000000,215099000000,222400000000,180894000000,231865000000,234871000000,262909000000,385502000000,249601000000
Cote d'Ivoire,CIV,External balance on goods and services (current US$),61912318.8,44445573.09,55789320.12,79267507.81,102820687.7,61617245.75,78964852.02,80487503.91,162785609.6,131943080.2,96959827.87,59922284.75,83324188.7,63260153.03,224756727.6,5599275.172,256120021.1,394416072.2,-72233798.89,-279708329.6,-628550923.5,-599488896.9,-219715897.4,84762239.09,925034517.6,1003198538,853046363.9,384312563.3,266427838.4,290588102.6,494261410.2,317468272.5,423133528.9,390620459.4,932626988.6,804798839.6,1054015072,893680566.4,810469601.1,1022900634,742073858.4,878589596.6,1859573806,1303409513,1358017494,1003582965,1720535539,1020097783,1685404349,2653446320,1818025065,4184180639,1120608485,917948977.5,1715728393,1150493809,1086169058
Cameroon,CMR,External balance on goods and services (current US$),,,,,,-4080907.952,-22035679.77,-18251640.42,-26428575.15,6042041.726,17862999.06,-51084947.26,-81476656.52,-58098543.92,59503763.29,-78676278.51,-145277381.6,-92433859.53,-196983694.8,-416323069,50781980.83,-499957039,315125679.4,80758648.3,193889310.3,152612458.8,59152861.84,-483706407,8912820.942,327249095.7,319981524.8,666355596.5,254303246.4,83121403.1,388871552.6,504906702,485633299.5,301945457.4,358618990.8,454921072.8,333545954.1,-124682565.5,-85204249.37,44569496.44,-67861356.22,-168609881.4,368237309.5,-137937783.3,-951989625.8,-1167217261,-1338469180,-2149601338,-2068121359,-2439913772,-3017808926,-3004483054,-1371836425
"Congo, Dem. Rep.",COD,External balance on goods and services (current US$),-16815337.24,14527634.32,11649275.88,7075976.839,-109545336.2,-52981777.12,-312818235.5,-27763695.52,-30732773.59,-52678281.68,-134807757.6,-357907823.1,-279441107.8,-191616831.3,-273453177.7,-524950077.1,-723256676.9,-1153531819,484449606.2,392882867.1,18218955.24,-376269450.8,-246140355,-115857699.1,-8195231.282,135031600.4,55005942.97,-220682698.7,-205850424.5,58736822.72,27977851.09,-340316826.2,-69444428.53,237590816.5,159122477.3,268404527.7,-17933674.99,228406523.4,-192629263.2,287089027.3,-785507246.4,-79333333.33,176816093.1,-538977309.7,-399273347.5,-376444373.2,-855473461.3,-1101307097,-1131251164,-1737743846,-1013087828,-1021774103,-1503586308,-2379714465,-3107114684,-2707053218,-1380030700
"Congo, Rep.",COG,External balance on goods and services (current US$),-85828368.84,-97378322.21,-54056319.93,-36814246.78,-33975283.73,-33869127.39,-46809154.93,-60162412.93,-67457195.72,-65779205.34,-63313319.05,-64643481.45,-96418040.53,-63708744.43,-36559241.19,-213706220.8,-197530413.8,-150603456.5,-152446251.4,-14573035.15,-1893226.248,-360282179.6,-286056638.4,129636323.7,351064560.9,16916595.92,-255843169.6,71538716.71,4364639.161,327264196.5,916179730.3,370161377.6,711115493.4,220615305.8,-277829404.6,23204861.32,216181946.3,358513997.7,71226194.77,310385365.3,1181205231,673628206.4,832817026.2,166506618.3,1380242401,1804965594,1433353513,2099206891,3338194463,1939098243,3653006957,4247954913,3206911023,1473447282,387628386.9,-2317455206,-1750821569
Colombia,COL,External balance on goods and services (current US$),37777799.55,-38069179.1,-188604.8803,-17774811.11,-41462555.56,58952380.95,-161562963,29565648.98,-77333857.12,-73439673.94,-108435117.8,-301003797.7,-45731614.74,84847465.39,-115111466.3,226335736.8,489984072.6,707017389.9,665046865.3,493556626.2,211513679.6,-1303010477,-1654032419,-1077894025,-228134899.2,449716834.2,2391414017,1467395338,952624924.1,1654613520,2313543192,3066108774,961623286.1,-1300418947,-4837512138,-5947981745,-5484866733,-6307822629,-5802491966,468747716.5,-835856910.7,-3070668020,-3282237494,-3186689304,-2718389460,-2835187451,-4713402351,-6744000049,-6033913613,-5187058680,-5249214988,-4013766277,-6574671354,-9710585801,-20599156451,-23683742062,-18652825786
Comoros,COM,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,-53408355.26,-42799980.94,-40857756.84,-37754931.21,-50000800.31,-37851206.61,-40707127.86,-53538033.63,-49351055.93,-48503845.7,-57242550.85,-44912434.93,-63379898.57,-46761515.21,-50480452.87,-57517274.28,-53146014.7,-52772479.82,-55792765.34,-47191855.07,-10439499.42,-24653533.64,-31032935.21,-41186004.6,-62562182.34,-81278802.67,-95542902.81,-119865172.7,-181196000.3,-175916110,-186722833.8,-204525938.1,-231950145.4,-269311153.9,-281267015.5,-160655893.2,-185613001.6
Cabo Verde,CPV,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,-70982678.24,-68654730.39,-79120356.88,-73642876.27,-72514565.04,-77877459.44,-110258931,-112061758.8,-113087674.7,-114967830.7,-158624786.3,-152959920.5,-176344217.7,-165686386.4,-168612423.8,-210651243.3,-176152751.8,-152559146,-189396687,-231143987.6,-180674415.2,-183235704.1,-223549566.6,-293349947.3,-347163153.8,-279823639.9,-305249322.2,-457047836,-468670398.6,-443058204,-484276319.3,-537268320.1,-340103468.9,-265689311,-377650429.1,,
Costa Rica,CRI,External balance on goods and services (current US$),-24165019.61,-17743179,-13203064.62,-23323168.07,-18947354.18,-59381116.98,-36966052.83,-43245283.02,-34913207.55,-44316981.13,-66671698.11,-111895937.1,-79698568.2,-93277968.35,-246822156.4,-166394375.7,-144795811,-167934690.8,-276581026.8,-414469078.2,-499626557.8,-128771813.1,76087968.2,-37148673.05,-1211128.003,-76751918.81,3913688.172,-236816168.6,-134907767.5,-262361676.7,-448862419.7,-333004982.4,-473825389.6,-697430642,-653115523.5,-407096810.1,-471011987.9,-554419604.5,-562743108.2,-345378745.4,-99732307.99,26262656.98,-325752876.4,-342717526.3,-156553800.5,-459745740.1,-723753759.5,-1422819286,-2707039909,-152101396.5,-697915075.5,-1579738633,-1768488011,-1468644000,-1246044628,-1007198712,-174203638.5
Cuba,CUB,External balance on goods and services (current US$),,,,,,,,,,,-657873400,-799136000,-940170199.4,-1153937033,-1318322927,-1505098537,-1594581973,-1641618313,-2058740779,-2268138219,-2295740833,-2340543976,-2412947059,-2541022934,-2837376779,-2582425265,-2918851692,-2777825258,-3043123879,-3675379469,-3046844016,-1734684045,-289398378.4,-565312297.3,-368823783.8,-762386442,-499900000,-737400000,-1029300000,-792500000,-860700000,-915900000,-562700000,-245300000,279700000,1140300000,125700000,1585300000,-2299700000,1245000000,3119000000,2240000000,3771000000,2991000000,3947000000,2349800000,
Curacao,CUW,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,External balance on goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
